"","x"
"60","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/60/Grid_GLM_train.dataset_model_R_1525123790907_1_model_230"
"61","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/61/Grid_GLM_train.dataset_model_R_1525123790907_1_model_399"
"62","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/62/Grid_GLM_train.dataset_model_R_1525123790907_1_model_506"
"63","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/63/Grid_GLM_train.dataset_model_R_1525123790907_1_model_910"
"64","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/64/Grid_GLM_train.dataset_model_R_1525123790907_1_model_232"
"65","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/65/Grid_GLM_train.dataset_model_R_1525123790907_1_model_97"
"66","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/66/Grid_GLM_train.dataset_model_R_1525123790907_1_model_91"
"67","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/67/Grid_GLM_train.dataset_model_R_1525123790907_1_model_267"
"68","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/68/Grid_GLM_train.dataset_model_R_1525123790907_1_model_821"
"69","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/69/Grid_GLM_train.dataset_model_R_1525123790907_1_model_769"
"70","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/70/Grid_GLM_train.dataset_model_R_1525123790907_1_model_404"
"71","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/71/Grid_GLM_train.dataset_model_R_1525123790907_1_model_664"
"72","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/72/Grid_GLM_train.dataset_model_R_1525123790907_1_model_694"
"73","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/73/Grid_GLM_train.dataset_model_R_1525123790907_1_model_823"
"74","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/74/Grid_GLM_train.dataset_model_R_1525123790907_1_model_814"
"75","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/75/Grid_GLM_train.dataset_model_R_1525123790907_1_model_339"
"76","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/76/Grid_GLM_train.dataset_model_R_1525123790907_1_model_68"
"77","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/77/Grid_GLM_train.dataset_model_R_1525123790907_1_model_784"
"78","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/78/Grid_GLM_train.dataset_model_R_1525123790907_1_model_277"
"79","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/79/Grid_GLM_train.dataset_model_R_1525123790907_1_model_595"
"80","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/80/Grid_GLM_train.dataset_model_R_1525123790907_1_model_833"
"81","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/81/Grid_GLM_train.dataset_model_R_1525123790907_1_model_849"
"82","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/82/Grid_GLM_train.dataset_model_R_1525123790907_1_model_216"
"83","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/83/Grid_GLM_train.dataset_model_R_1525123790907_1_model_578"
"84","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/84/Grid_GLM_train.dataset_model_R_1525123790907_1_model_908"
"85","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/85/Grid_GLM_train.dataset_model_R_1525123790907_1_model_681"
"86","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/86/Grid_GLM_train.dataset_model_R_1525123790907_1_model_69"
"87","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/87/Grid_GLM_train.dataset_model_R_1525123790907_1_model_344"
"88","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/88/Grid_GLM_train.dataset_model_R_1525123790907_1_model_15"
"89","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/89/Grid_GLM_train.dataset_model_R_1525123790907_1_model_96"
"90","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/90/Grid_GLM_train.dataset_model_R_1525123790907_1_model_321"
"91","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/91/Grid_GLM_train.dataset_model_R_1525123790907_1_model_219"
"92","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/92/Grid_GLM_train.dataset_model_R_1525123790907_1_model_325"
"93","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/93/Grid_GLM_train.dataset_model_R_1525123790907_1_model_649"
"94","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/94/Grid_GLM_train.dataset_model_R_1525123790907_1_model_750"
"95","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/95/Grid_GLM_train.dataset_model_R_1525123790907_1_model_31"
"96","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/96/Grid_GLM_train.dataset_model_R_1525123790907_1_model_932"
"97","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/97/Grid_GLM_train.dataset_model_R_1525123790907_1_model_90"
"98","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/98/Grid_GLM_train.dataset_model_R_1525123790907_1_model_788"
"99","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/99/Grid_GLM_train.dataset_model_R_1525123790907_1_model_500"
"100","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/100/Grid_GLM_train.dataset_model_R_1525123790907_1_model_998"
"101","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/101/Grid_GLM_train.dataset_model_R_1525123790907_1_model_764"
"102","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/102/Grid_GLM_train.dataset_model_R_1525123790907_1_model_366"
"103","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/103/Grid_GLM_train.dataset_model_R_1525123790907_1_model_885"
"104","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/104/Grid_GLM_train.dataset_model_R_1525123790907_1_model_187"
"105","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/105/Grid_GLM_train.dataset_model_R_1525123790907_1_model_280"
"106","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/106/Grid_GLM_train.dataset_model_R_1525123790907_1_model_820"
"107","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/107/Grid_GLM_train.dataset_model_R_1525123790907_1_model_981"
"108","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/108/Grid_GLM_train.dataset_model_R_1525123790907_1_model_161"
"109","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/109/Grid_GLM_train.dataset_model_R_1525123790907_1_model_215"
"110","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/110/Grid_GLM_train.dataset_model_R_1525123790907_1_model_726"
"111","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/111/Grid_GLM_train.dataset_model_R_1525123790907_1_model_817"
"112","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/112/Grid_GLM_train.dataset_model_R_1525123790907_1_model_966"
"113","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/113/Grid_GLM_train.dataset_model_R_1525123790907_1_model_289"
"114","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/114/Grid_GLM_train.dataset_model_R_1525123790907_1_model_414"
"115","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/115/Grid_GLM_train.dataset_model_R_1525123790907_1_model_634"
"116","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/116/Grid_GLM_train.dataset_model_R_1525123790907_1_model_863"
"117","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/117/Grid_GLM_train.dataset_model_R_1525123790907_1_model_429"
"118","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/118/Grid_GLM_train.dataset_model_R_1525123790907_1_model_667"
"119","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/119/Grid_GLM_train.dataset_model_R_1525123790907_1_model_214"
"120","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/120/Grid_GLM_train.dataset_model_R_1525123790907_1_model_454"
"121","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/121/Grid_GLM_train.dataset_model_R_1525123790907_1_model_369"
"122","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/122/Grid_GLM_train.dataset_model_R_1525123790907_1_model_121"
"123","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/123/Grid_GLM_train.dataset_model_R_1525123790907_1_model_396"
"124","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/124/Grid_GLM_train.dataset_model_R_1525123790907_1_model_668"
"125","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/125/Grid_GLM_train.dataset_model_R_1525123790907_1_model_895"
"126","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/126/Grid_GLM_train.dataset_model_R_1525123790907_1_model_926"
"127","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/127/Grid_GLM_train.dataset_model_R_1525123790907_1_model_383"
"128","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/128/Grid_GLM_train.dataset_model_R_1525123790907_1_model_505"
"129","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/129/Grid_GLM_train.dataset_model_R_1525123790907_1_model_171"
"130","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/130/Grid_GLM_train.dataset_model_R_1525123790907_1_model_342"
"131","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/131/Grid_GLM_train.dataset_model_R_1525123790907_1_model_245"
"132","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/132/Grid_GLM_train.dataset_model_R_1525123790907_1_model_448"
"133","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/133/Grid_GLM_train.dataset_model_R_1525123790907_1_model_3"
"134","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/134/Grid_GLM_train.dataset_model_R_1525123790907_1_model_265"
"135","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/135/Grid_GLM_train.dataset_model_R_1525123790907_1_model_59"
"136","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/136/Grid_GLM_train.dataset_model_R_1525123790907_1_model_541"
"137","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/137/Grid_GLM_train.dataset_model_R_1525123790907_1_model_310"
"138","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/138/Grid_GLM_train.dataset_model_R_1525123790907_1_model_470"
"139","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/139/Grid_GLM_train.dataset_model_R_1525123790907_1_model_781"
"140","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/140/Grid_GLM_train.dataset_model_R_1525123790907_1_model_972"
"141","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/141/Grid_GLM_train.dataset_model_R_1525123790907_1_model_676"
"142","/home/public/OneDrive/Cornell/Publications/2018/Piglets 2013/code/V05/R/ML_training/GLM/Tg_brooder_Ta_pen/142/Grid_GLM_train.dataset_model_R_1525123790907_1_model_181"
